# Nepali dictionary seed: word <TAB> frequency proxy. GENERATED — do not edit.
#
# Regenerate with: python tools/mkseed.py
#
# 8584 words from data/ne-words.sqlite3 + 246 hand-curated = 8692.
# The curated entries live in seed/curated-ne.tsv, which is the file to edit.
#
# 13 database words were skipped: they spell a conjunct with the Hindi
# anusvara (अंग्रेजी rather than अङ्ग्रेजी), which is the spelling this input
# method converts away from — seeding it would confirm it and keep it on top.
#
# The database has no frequencies, so the second column is a proxy: roots above
# generated forms, shorter above longer. It feeds `freq_bonus`, which chooses
# which fuzzy hits to keep when there are more than three — it does not decide
# where a candidate lands. That is distance from the literal reading, then
# alphabetical.
छ	220000
हो	210000
म	200000
यो	150000
को	140000
के	130000
त्यो	120000
नेपाल	100000
थियो	95000
धेरै	95000
भयो	95000
आज	90000
काम	90000
घर	90000
छैन	90000
नेपाली	90000
दिन	85000
देश	85000
राम्रो	85000
होइन	85000
अहिले	80000
आमा	80000
मान्छे	80000
समय	80000
हामी	80000
हुन्छ	80000
तिमी	75000
बुबा	75000
गर्नु	70000
पैसा	70000
भएको	70000
मेरो	70000
यहाँ	70000
वर्ष	70000
जीवन	65000
तपाईं	65000
परिवार	65000
पानी	65000
कति	60000
किन	60000
खाना	60000
त्यहाँ	60000
भाषा	60000
भोलि	60000
मलाई	60000
रात	60000
राम	60000
संसार	60000
सरकार	60000
कहाँ	55000
खुसी	55000
गाउँ	55000
छोरा	55000
छोरी	55000
जानु	55000
विद्यालय	55000
साथी	55000
हाम्रो	55000
हिजो	55000
आउनु	50000
किताब	50000
कृष्ण	50000
गरे	50000
बाटो	50000
बिहान	50000
भाइ	50000
माया	50000
समाज	50000
बस	46000
उहाँ	45000
कसरी	45000
केटा	45000
केटी	45000
खानु	45000
घरमा	45000
दाइ	45000
दिदी	45000
दुःख	45000
बहिनी	45000
विद्यार्थी	45000
शिव	45000
सहर	45000
हिमाल	45000
फोन	42000
मोबाइल	42000
शर्मा	42000
अङ्ग्रेजी	40000
कहिले	40000
गर्छु	40000
तिम्रो	40000
थापा	40000
थोरै	40000
नेपालमा	40000
पहाड	40000
प्रेम	40000
फोटो	40000
बुद्ध	40000
भारत	40000
मन्दिर	40000
महिना	40000
राजनीति	40000
राति	40000
शिक्षक	40000
श्रेष्ठ	40000
सीता	40000
स्कुल	40000
कम्प्युटर	38000
नेपालको	38000
अफिस	36000
बैङ्क	36000
गणेश	35000
विश्वविद्यालय	35000
साँझ	35000
इन्टरनेट	34000
चीन	34000
डाक्टर	34000
अधिकारी	32000
अमेरिका	32000
कलेज	32000
नम्बर	32000
लक्ष्मी	32000
कम्पनी	30000
क्षेत्री	30000
गुरुङ	30000
तपाईंको	30000
तराई	30000
दुर्गा	30000
धन्यवाद	30000
मृत्यु	30000
राई	30000
विष्णु	30000
सरस्वती	30000
हप्ता	30000
होटल	30000
अनलाइन	28000
कार्की	28000
चौधरी	28000
टिकट	28000
भट्टराई	28000
महादेव	28000
आचार्य	26000
इमेल	26000
कोइराला	26000
जोशी	26000
तामाङ	26000
पोखरा	26000
पौडेल	26000
भिडियो	26000
मगर	26000
मोटरसाइकल	26000
यादव	26000
हनुमान	26000
हेलो	26000
कलम	25000
काठमाडौं	25000
सगरमाथा	25000
इन्जिनियर	24000
क्रिकेट	24000
खड्का	24000
घिमिरे	24000
टिभी	24000
दाहाल	24000
पार्टी	24000
पार्वती	24000
फेसबुक	24000
साइकल	24000
ओली	22000
कफी	22000
क्यामेरा	22000
ग्रुप	22000
जापान	22000
ड्राइभर	22000
देवकोटा	22000
पन्त	22000
पोखरेल	22000
प्लान	22000
फिल्म	22000
फुटबल	22000
बस्नेत	22000
बोतल	22000
ब्रह्मा	22000
भक्तपुर	22000
भानुभक्त	22000
महर्जन	22000
ललितपुर	22000
चकलेट	20000
ट्याक्सी	20000
ढकाल	20000
देउवा	20000
नमस्ते	20000
नराम्रो	20000
न्यौपाने	20000
प्रोजेक्ट	20000
फाइल	20000
बिस्कुट	20000
बेलायत	20000
रूस	20000
रेडियो	20000
लिम्बू	20000
ल्यापटप	20000
विराटनगर	20000
अस्ट्रेलिया	18000
आइडिया	18000
ट्रक	18000
ठाकुर	18000
धरान	18000
पाकिस्तान	18000
बङ्गलादेश	18000
ब्याट्री	18000
मिटिङ	18000
म्यानेजर	18000
रिपोर्ट	18000
वीरगञ्ज	18000
आइसक्रिम	16000
एयरपोर्ट	16000
केक	16000
क्यानडा	16000
च्याट	16000
जनकपुर	16000
जर्मनी	16000
नर्स	16000
नेपालगञ्ज	16000
पासपोर्ट	16000
फ्रान्स	16000
बुटवल	16000
भरतपुर	16000
भुटान	16000
रेस्टुरेन्ट	16000
श्रीलङ्का	16000
हेटौडा	16000
चार्जर	15000
नेपालीहरू	15000
इटहरी	14000
जीप	14000
धनगढी	14000
पारिजात	14000
भिसा	14000
रवीन्द्रनाथ	14000
पिज्जा	13000
बर्गर	13000
गिटार	12000
दमक	12000
नेपालबाट	12000
लेखनाथ	12000
पाइलट	10000
नेपालीभाषा	8000
अँ	400
अंश	400
अकबर	400
अकरण	400
अखडा	400
अगाध	400
अगि	400
अघि	400
अङ्क	400
अङ्ग	400
अचल	400
अचार	400
अचेत	400
अचेल	400
अझ	400
अटल	400
अटुट	400
अटो	400
अठार	400
अठोट	400
अडकल	400
अडान	400
अडिग	400
अडेस	400
अढाइ	400
अढाई	400
अतः	400
अतएव	400
अति	400
अतीत	400
अतुल	400
अथक	400
अथवा	400
अथाह	400
अधिक	400
अधीन	400
अधीर	400
अनशन	400
अनसन	400
अनाज	400
अनाथ	400
अनि	400
अनुज	400
अनेक	400
अन्त	400
अन्न	400
अन्य	400
अपिल	400
अपुग	400
अब	400
अबला	400
अबिर	400
अबेर	400
अबोध	400
अभाव	400
अमर	400
अमला	400
अमृत	400
अरब	400
अरू	400
अरे	400
अर्थ	400
अर्ध	400
अर्ब	400
अलग	400
अलमल	400
अलि	400
अलिक	400
अल्प	400
अवगत	400
अवधि	400
अवयव	400
अवसर	400
अवैध	400
अशोक	400
असफल	400
असर	400
असल	400
असली	400
असहज	400
असी	400
असीम	400
असुल	400
असोज	400
अहँ	400
अहं	400
अहा	400
अहो	400
आँ	400
आँच	400
आँधी	400
आँप	400
आइरन	400
आकलन	400
आकार	400
आकाश	400
आगो	400
आघात	400
आङ	400
आचरण	400
आचार	400
आजित	400
आठ	400
आठौँ	400
आड	400
आतुर	400
आदत	400
आदर	400
आदि	400
आदिम	400
आदेश	400
आधा	400
आधार	400
आना	400
आपत	400
आपस	400
आपसी	400
आफू	400
आभा	400
आभार	400
आभास	400
आम	400
आय	400
आयकर	400
आयतन	400
आयात	400
आयाम	400
आयु	400
आयोग	400
आरती	400
आरन	400
आराम	400
आरोप	400
आरोह	400
आली	400
आलु	400
आलेख	400
आलो	400
आलोक	400
आवत	400
आवरण	400
आवाज	400
आवास	400
आवेग	400
आवेश	400
आशय	400
आशा	400
आषाढ	400
आस	400
आसन	400
आहत	400
आहा	400
आहार	400
आहाल	400
इँट	400
इतर	400
इनाम	400
इनार	400
इन्च	400
इमान	400
इलम	400
इष्ट	400
इसाई	400
उ	400
उखान	400
उखु	400
उग्र	400
उचाइ	400
उचित	400
उच्च	400
उजाड	400
उजुर	400
उठान	400
उडान	400
उता	400
उति	400
उदय	400
उदार	400
उदास	400
उदेक	400
उनी	400
उपज	400
उपर	400
उपवन	400
उपाय	400
उफ्	400
उमेर	400
उराठ	400
उष्ण	400
उस	400
उसो	400
उही	400
ऊन	400
ऋण	400
ऋणी	400
ऋतु	400
ऋषि	400
एउटा	400
एक	400
एकता	400
एकदम	400
एकमत	400
एकल	400
एकाध	400
एघार	400
एड्स	400
एवं	400
ऐन	400
ऐना	400
ऐया	400
ओइरो	400
ओखती	400
ओझेल	400
ओटा	400
ओडार	400
ओत	400
ओहदा	400
ओहो	400
औँठी	400
औकात	400
औजार	400
औधी	400
औलो	400
औषधी	400
औसत	400
कक्ष	400
कचकच	400
कछाड	400
कटक	400
कटन	400
कटहर	400
कटान	400
कटुस	400
कठिन	400
कठै	400
कठोर	400
कडा	400
कडाइ	400
कडी	400
कण	400
कण्ठ	400
कता	400
कतै	400
कथन	400
कथम्	400
कथा	400
कथित	400
कथ्य	400
कद	400
कदम	400
कदर	400
कप	400
कपट	400
कपडा	400
कपाल	400
कपास	400
कपी	400
कफ	400
कबुल	400
कभर	400
कम	400
कमल	400
कमलो	400
कमसल	400
कमाइ	400
कमाल	400
कमिज	400
कयौं	400
कर	400
करङ	400
करण	400
करणी	400
करनी	400
करार	400
करिब	400
करुण	400
करोड	400
कर्द	400
कर्म	400
कल	400
कलकल	400
कलर	400
कलरव	400
कलश	400
कलह	400
कला	400
कल्प	400
कवच	400
कवाज	400
कवि	400
कष्ट	400
कसम	400
कसर	400
कसरत	400
कसाई	400
कसार	400
कसी	400
कसुर	400
कहीँ	400
काँच	400
काँध	400
काँस	400
काका	400
काख	400
काखा	400
काखी	400
काग	400
कागज	400
कागत	400
काज	400
काजी	400
काजु	400
काठ	400
काठी	400
कान	400
कानो	400
काप	400
कापी	400
काफल	400
काफी	400
काबु	400
कामत	400
कामी	400
कामु	400
कायम	400
कायर	400
कायल	400
काया	400
कार	400
कारक	400
कारण	400
काल	400
कालो	400
कावा	400
कि	400
किरण	400
किला	400
किलो	400
कीरा	400
कु	400
कुक	400
कुचो	400
कुटी	400
कुटो	400
कुत	400
कुन	400
कुना	400
कुपन	400
कुम	400
कुरी	400
कुरो	400
कुल	400
कुलत	400
कुलो	400
कुवा	400
कुश	400
कुशल	400
कृति	400
कृपा	400
कृषक	400
कृषि	400
केजी	400
केटो	400
केरा	400
केवल	400
केश	400
केशर	400
केस	400
केही	400
कैद	400
कैदी	400
कैयन	400
कैलो	400
कोख	400
कोखा	400
कोट	400
कोटि	400
कोठा	400
कोठी	400
कोठे	400
कोड	400
कोण	400
कोदो	400
कोमल	400
कोरा	400
कोल	400
कोश	400
कोष	400
कोस	400
कोसो	400
कोही	400
कौडी	400
कौरव	400
कौशल	400
कौसी	400
क्या	400
क्रम	400
क्लब	400
क्षण	400
क्षय	400
खकार	400
खडा	400
खड्ग	400
खण्ड	400
खतम	400
खतरा	400
खनिज	400
खपटे	400
खपत	400
खबर	400
खर	400
खराब	400
खरिद	400
खरो	400
खर्क	400
खर्च	400
खलक	400
खलबल	400
खलल	400
खस	400
खसम	400
खसी	400
खहरे	400
खाजा	400
खाट	400
खाडल	400
खाडी	400
खाता	400
खानी	400
खापा	400
खाम	400
खार	400
खाल	400
खालि	400
खाली	400
खाले	400
खास	400
खिया	400
खिसी	400
खीर	400
खुद	400
खुब	400
खुबी	400
खुला	400
खुशी	400
खूब	400
खेत	400
खेती	400
खेद	400
खेमा	400
खेर	400
खेल	400
खैनी	400
खैरो	400
खोँच	400
खोइ	400
खोकी	400
खोज	400
खोजी	400
खोट	400
खोटो	400
खोप	400
खोपी	400
खोर	400
खोल	400
खोली	400
खोलो	400
गगन	400
गज	400
गजब	400
गजल	400
गजुर	400
गठन	400
गठित	400
गडबड	400
गढ	400
गणना	400
गणित	400
गत	400
गति	400
गते	400
गद्य	400
गधा	400
गन्ध	400
गफ	400
गमला	400
गरा	400
गराइ	400
गरिब	400
गरुड	400
गर्भ	400
गर्व	400
गलत	400
गला	400
गल्फ	400
गह	400
गहन	400
गहना	400
गहुँ	400
गाँस	400
गाई	400
गाडा	400
गाडी	400
गायक	400
गायन	400
गायब	400
गारो	400
गाला	400
गाली	400
गिजा	400
गिदी	400
गिरि	400
गीत	400
गीति	400
गुँड	400
गुट	400
गुठी	400
गुणा	400
गुन	400
गुफा	400
गुरु	400
गृह	400
गेट	400
गेडो	400
गोजी	400
गोटी	400
गोठ	400
गोडा	400
गोबर	400
गोरा	400
गोरु	400
गोरे	400
गोरो	400
गोल	400
गोला	400
गोली	400
गोलो	400
गोही	400
गौरव	400
ग्रह	400
घटक	400
घटना	400
घटित	400
घटी	400
घडा	400
घडी	400
घण्ट	400
घन	400
घना	400
घरजम	400
घरि	400
घरी	400
घले	400
घाँस	400
घाउ	400
घाट	400
घाटा	400
घात	400
घातक	400
घाम	400
घायल	400
घार	400
घिउ	400
घिन	400
घुन	400
घुस	400
घृणा	400
घोडा	400
घोर	400
घ्यू	400
चउर	400
चकित	400
चक्र	400
चतुर	400
चना	400
चमक	400
चमार	400
चयन	400
चरण	400
चरन	400
चरम	400
चरी	400
चरेस	400
चरो	400
चर्च	400
चल	400
चलन	400
चलाख	400
चलान	400
चाकर	400
चाख	400
चाङ	400
चाड	400
चार	400
चाल	400
चालक	400
चालू	400
चाह	400
चिट	400
चिठी	400
चिता	400
चिनी	400
चिनो	400
चिया	400
चिर	400
चील	400
चुप	400
चुपी	400
चुरा	400
चुरो	400
चुली	400
चुलो	400
चूर	400
चेत	400
चेन	400
चेप	400
चैं	400
चैत	400
चैन	400
चोक	400
चोकर	400
चोखो	400
चोटि	400
चोर	400
चोरी	400
चोला	400
चौकी	400
चौथो	400
चौध	400
चौपट	400
चौर	400
छक्क	400
छटा	400
छड	400
छडी	400
छत	400
छत्र	400
छद्म	400
छनक	400
छनोट	400
छनौट	400
छन्द	400
छपाइ	400
छर्न	400
छल	400
छलफल	400
छलाङ	400
छली	400
छवि	400
छहरा	400
छाँट	400
छाउ	400
छाक	400
छाडा	400
छाता	400
छाती	400
छानो	400
छाप	400
छाया	400
छारो	400
छाल	400
छाला	400
छि	400
छिन	400
छुट	400
छुरा	400
छुरी	400
छेउ	400
छोरो	400
छ्या	400
जग	400
जगत	400
जटिल	400
जड	400
जडान	400
जतन	400
जता	400
जन	400
जनक	400
जनता	400
जनधन	400
जननी	400
जनपद	400
जनमत	400
जनरल	400
जनही	400
जना	400
जनाउ	400
जनै	400
जन्म	400
जप	400
जफत	400
जब	400
जबाफ	400
जमरा	400
जमात	400
जमान	400
जमिन	400
जरा	400
जरुर	400
जल	400
जलन	400
जवान	400
जसरी	400
जसै	400
जहाँ	400
जहाज	400
जहान	400
जाँच	400
जाँड	400
जागा	400
जाडो	400
जात	400
जादु	400
जाबो	400
जाम	400
जायज	400
जार	400
जारी	400
जाल	400
जाली	400
जालो	400
जिउ	400
जित	400
जिप	400
जी	400
जीउ	400
जुट	400
जुठो	400
जुन	400
जुनी	400
जुवा	400
जुस	400
जून	400
जे	400
जेट	400
जेठ	400
जेठी	400
जेठो	400
जेल	400
जेलर	400
जैन	400
जो	400
जोई	400
जोगी	400
जोड	400
जोस	400
जोहो	400
जौ	400
झगडा	400
झटपट	400
झट्ट	400
झन्	400
झरना	400
झरी	400
झलक	400
झाङ	400
झाडी	400
झार	400
झिनो	400
झैँ	400
झोक	400
झोल	400
झोला	400
टक	400
टक्क	400
टन्न	400
टप	400
टपरी	400
टम्म	400
टर्च	400
टहरो	400
टा	400
टाइप	400
टाढा	400
टापु	400
टायल	400
टावर	400
टिन	400
टिम	400
टेक	400
टोल	400
टोली	400
ठग	400
ठगी	400
ठहर	400
ठाउँ	400
ठाडो	400
ठिटी	400
ठीक	400
ठूली	400
ठूलो	400
ठेली	400
डबल	400
डबली	400
डम्म	400
डर	400
डाँठ	400
डाह	400
डिपो	400
डिलर	400
डेरी	400
डोजर	400
डोब	400
डोरी	400
डोली	400
ढङ्ग	400
ढल	400
ढाँट	400
ढाड	400
ढाडस	400
ढाल	400
ढिपी	400
ढिलो	400
ढोके	400
ढोग	400
ढोल	400
ढोलक	400
तँ	400
तट	400
तथा	400
तथ्य	400
तन	400
तनाव	400
तप	400
तब	400
तबला	400
तम	400
तमाम	400
तयार	400
तर	400
तरखर	400
तरल	400
तरह	400
तरुण	400
तरुल	400
तर्क	400
तलतल	400
तलब	400
तलाउ	400
ताजा	400
तातो	400
तान	400
ताप	400
तारा	400
तारो	400
ताला	400
तालु	400
तिरो	400
तीखो	400
तीज	400
तीन	400
तीस	400
तुल	400
तेज	400
तोप	400
तोरी	400
तोला	400
तौल	400
थकान	400
थकित	400
थप	400
थरथर	400
थलो	400
थाई	400
थाती	400
थान	400
थाना	400
थामी	400
थारू	400
थाल	400
थाह	400
थाहा	400
थिति	400
थुक	400
थेगो	400
थैली	400
थोक	400
थोपा	400
दक्ष	400
दखल	400
दङ्ग	400
दण्ड	400
दन्त	400
दफा	400
दबाब	400
दम	400
दमकल	400
दमन	400
दमित	400
दम्भ	400
दया	400
दर	400
दराई	400
दराज	400
दरो	400
दल	400
दलगत	400
दलदल	400
दलान	400
दलाल	400
दलित	400
दलिन	400
दलीय	400
दश	400
दशक	400
दशा	400
दशौँ	400
दसैँ	400
दह	400
दही	400
दाँत	400
दाउ	400
दाग	400
दाजु	400
दाता	400
दातृ	400
दान	400
दानव	400
दाना	400
दाबी	400
दाम	400
दायर	400
दाल	400
दावा	400
दास	400
दासी	400
दिगो	400
दिनु	400
दियो	400
दिल	400
दिवस	400
दिसा	400
दीन	400
दीप	400
दुई	400
दूत	400
दूर	400
दूरी	400
दृढ	400
देखि	400
देन	400
देव	400
देवर	400
देवल	400
देवी	400
देशी	400
देह	400
दैलो	400
दैव	400
दैवी	400
दोष	400
दोषी	400
दौड	400
दौरा	400
धक	400
धत्	400
धन	400
धनी	400
धनु	400
धनुष	400
धन्न	400
धन्य	400
धराप	400
धर्म	400
धाई	400
धाक	400
धागो	400
धातु	400
धान	400
धाप	400
धाम	400
धामी	400
धार	400
धारण	400
धारा	400
धारो	400
धावक	400
धावा	400
धितो	400
धुन	400
धुरी	400
धुलो	400
धूप	400
धोका	400
धोको	400
धोखा	400
धोती	400
धोबी	400
धौ	400
नकुल	400
नगद	400
नगर	400
नग्न	400
नङ	400
नजर	400
नजिक	400
नट	400
नत्र	400
नदी	400
नन्द	400
नपुग	400
नम्र	400
नयन	400
नयाँ	400
नर	400
नरक	400
नरम	400
नरेश	400
नर्क	400
नल	400
नली	400
नव	400
नवीन	400
नवौं	400
नशा	400
नष्ट	400
नसा	400
नहर	400
नाइँ	400
